Department,Functional Area,2024 Description,2025 Description,Application/Platform,Vendor,Entity,Cost Type,GL Code,CapEx / OpEx,Multi-Year Licence?,Renewal Date,Pre-Paid,Classification,2024 Current Forecast,2024 Original Forecast,2024 Agreed Budget,2024 Variance,2023-2024 Difference,Dec 2025 Actuals,Dec 2025 PO Details,2025 Current Forecast,2025 Original Forecast,2025 Agreed Budget,2025 Variance,2024-2025 Difference
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),CPP Misc Supplies & Equipment - Sofcat,CPP Misc Supplies & Equipment - Sofcat,,Softcat,3115 - GWR,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,,,New,"$6,000","$26,000","$24,000","-$20,000","$6,000",,,"$24,000","$24,000","$24,000",$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),CPP Misc Supplies & Equipment - CDW,CPP Misc Supplies & Equipment - CDW,,"CDW Direct, LLC",2101 - US,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,,,New,"$6,000","$24,000","$24,000","-$18,000","$6,000",,,"$24,000","$24,000","$24,000",$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),SharePoint Online Storage,SharePoint Online Storage,,Microsoft Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Extend,"$15,000","$39,500","$39,500","-$24,500","$15,000",,,"$120,000","$120,000","$120,000",$0,"$80,500"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Microsoft MS365 - MS Places,,,Microsoft Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Extend,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Microsoft MS365 - Copilot,,,Microsoft Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,New,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Microsoft MS365 - Viva Workplace Analytics additional seats,,,Microsoft Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Extend,"$15,000","$60,000","$60,000","-$45,000","$15,000",,,$0,$0,$0,$0,"-$60,000"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Microsoft MS365 - MS Project Essentials,,,Microsoft Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Microsoft MS365 - Teams Premium,,,Microsoft Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,New,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Box API Fees related to migration to SPO,,,Box Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Microsoft MS365 - Addtl. AI Builder & PA Premium,,,Microsoft Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Extend,"$4,500","$15,000","$18,000","-$10,500","$4,500",,,$0,$0,$0,$0,"-$18,000"
BPS R&D,IS R&D – Other/IT (65170),Onshore Intelliswift Resources for Data Solutions (1 resource),,Cross-R&D,Intelliswift Software Inc.,2101 - US,Consulting (Opex),690100,Op Ex,,,,New,"$253,000","$264,000","$264,000","-11,000","$133,000",,,"$264,000","$264,000","$264,000",$0,$0
BPS Corporate,IS Corporate - Other/IS (65180),Managed service provider for Docusign and sharepoint,,,Intelliswift Software Inc.,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,New,"$178,750","$162,000","$162,000","$16,750","$178,750",,,"$162,000","$162,000","$162,000",$0,$0
BPS Corporate,IS Corporate - Other/IS (65180),Managed Service provider for Coupa,,,Pwc,2101 - US,Consulting (Opex),690100,Op Ex,,,,New,"$315,000","$420,000","$420,000","-$105,000","$315,000",,,"$420,000","$420,000","$420,000",$0,$0
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Capital costs to refresh 2024 EOL Infrastructure annually (CapEx),Network - Capital costs to refresh 2025 EOL Infrastructure annually (CapEx),"Cisco, Palo Alto",Evotek,2101 - US,INFRA --- Infrastructure over $5k per unit or IT Supplies for Office Move (Capex),150300,Cap Ex,,,,New,$0,"$600,000",,"-$600,000",$0,,,"$600,000","$600,000","$600,000",$0,"$600,000"
BPS R&D,IS R&D – Data Sciences (65170),Candid Subscription,,,Zeroarc,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,"$36,667","$39,342","$10,700","-$2,675","$36,667",,,"$220,917","$220,917","$220,917",$0,"$210,217"
BPS R&D,IS R&D – R&D Strategy & Operations (65170),OnePager Licenses (COTS),,OnePager,Chronicle Graphics,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – R&D Strategy & Operations (65170),OnePager License Annual Maintenance,,OnePager,Chronicle Graphics,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Staff Augmentation,,,Evotek,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,New,"$236,201","$400,334","$236,201","-$164,133","$236,201",,,$0,$0,$0,$0,"-$236,201"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Licenses for NMR analysis software.,,Mestrenova,Mestrelab Research,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Extend,$215,"$12,738","$11,592","-$12,522","-$9,865",,,"$12,171","$12,171","$12,171",$0,$579
BPS R&D,IS R&D – Research & NonClinical Development (65170),2 licenses for molecule modeling COTS,,Flare / Spark,Cresset,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,02/25/25,True,Extend,"$55,402","$65,952","$65,952","-$10,550","$36,202",,,"$62,563","$62,563","$62,563",$0,"-$3,390"
IS Infosec,IS InfoSec & EA - IAM (65190),Staff augmentation for IAM contingent worker resource,,,Evotek,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,New,"$259,062","$305,158","$305,158","-$46,096","$259,062",,,"$306,000","$306,000","$306,000",$0,$842
IS Infosec,IS InfoSec & EA - IAM (65190),Setup tools and process for Application Security Testing (PRJ01430),,To be selected,TBD,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Project,"$37,500","$50,000","$150,000","-$12,500","$37,500",,,"$150,000","$150,000","$150,000",$0,$0
BPS TechOps,IS TechOps & Quality – QA (65130),LMS Managed Service/Operations Support,,Cornerstone SBX (Saba),Educe,1200 - IRE,Consulting (Opex),690100,Op Ex,1 Year,10/31/24,,New,"$529,865","$522,040","$482,040","$7,825","$369,185",,,"$500,145","$500,145","$500,145",$0,"$18,105"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Assessment for Data Scrubbing/Masking Capability (PRJ01412),,,,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Project,"$26,600","$26,600","$99,996",$0,"$26,600",,,"$159,600","$159,600","$159,600",$0,"$59,604"
IS Infosec,IS Infosec & EA - SGRC (65190),Phase 1 - Risk Management - Source and Implement a new GRC tool (PRJ01416),Security GRC Tool Subscription Cost,Metricstream,Metricstream,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Project,"$120,000","$200,000","$200,000","-$80,000","$120,000",,,"$200,004","$200,004","$200,004",$0,$4
IS Infosec,IS Infosec & EA - SGRC (65190),Data Security Governance - Phase 5 (PRJ01394),,,PWC,2101 - US,Consulting (Opex),690100,Op Ex,,,,Project,"$425,000","$500,000","$500,000","-$75,000","$425,000",,,$0,$0,$0,$0,"-$500,000"
BPS Corporate,IS Corporate - HR (65180),JazzCentral Support (Unily),,Unily,Social Edge,2101 - US,Consulting (Opex),690100,Op Ex,,,,New,"$49,964","$50,004","$50,004",-$41,"$49,964",,,"$50,400","$50,400","$50,400",$0,$396
BPS Corporate,IS Corporate - Other/IS (65180),Envoy Visitors Licensing,,Envoy,Envoy inc,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
BPS Corporate,IS Corporate - Other/IS (65180),Envoy Workplace Licensing,,Office Space,Envoy inc,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),KSP manufacturing refresh (CapEx) (PRJ01406),,KSP Manufacturing Infrastructure,Softcat,2101 - US,INFRA --- Infrastructure over $5k per unit or IT Supplies for Office Move (Capex),150300,Cap Ex,,,,Project,"$100,000","$700,000","$700,000","-$600,000","$100,000",,,$0,$0,$0,$0,"-$700,000"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),KSP manufacturing refresh (OpEx) (PRJ01406),,KSP Manufacturing Infrastructure,Softcat,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Project,"$138,077","$110,000","$100,000","$28,077","$138,077",,,$0,$0,$0,$0,"-$100,000"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Migrate Vormetric to New Version (PRJ01135),,,,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Project,"$81,847","$87,000","$87,000","-$5,153","$81,847",,,$0,$0,$0,$0,"-$87,000"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),On-Board Key Management System (Phase 1: Assessment) (PRJ01414),,,,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Project,"$24,999","$49,998","$49,998","-$24,999","$24,999",,,"$99,996","$99,996","$99,996",$0,"$49,998"
IS Infosec,IS Infosec & EA - SGRC (65190),Data Security Governance - BigID Data Discovery tool license.,,BigID,BigID,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,05/31/26,,Extend,"$340,838","$346,288","$336,750","-$5,450","$144,397",,,"$353,100","$353,100","$353,100",$0,"$16,350"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Villa Guardia Infrastructure Refresh Manufacturing (Opex) (PRJ01130),,Villa Guardia Manufacturing,Davies Group,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Project,"$122,092","$160,000","$160,000","-$37,908","$122,092",,,$0,$0,$0,$0,"-$160,000"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Villa Guardia Corporate Network Refresh (CapEx) (PRJ01434),,Villa Guardia Corporate,Softcat,2101 - US,INFRA --- Infrastructure over $5k per unit or IT Supplies for Office Move (Capex),150300,Cap Ex,,,,Project,"$60,000","$380,000","$380,000","-$320,000","$60,000",,,$0,$0,$0,$0,"-$380,000"
BPS Corporate,IS Corporate - Finance (65180),ThinkCell Licences,,,thinkcell,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,10/31/23,,New,"$22,000","$22,000","$10,000",$0,"$12,000",,,"$22,000","$22,000","$22,000",$0,"$12,000"
BPS Commercial,IS Commercial - US Business (65160),Oncology - Data Engineer (Offshore),,,TBD,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,New,$0,$0,$0,$0,$0,,,"$120,000","$120,000","$120,000",$0,"$120,000"
BPS Commercial,IS Commercial - US Business (65160),ZANI - Oncology - Data Engineer (OnShore),,,TBD,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – Research & NonClinical Development (65170),Design-Expert Licenses,,Design-Expert,Prism Training & Consultancy,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,10/01/24,,New,"$3,491","$3,588","$3,500",-$97,-$9,,,"$3,767","$3,767","$3,767",$0,$267
BPS R&D,IS R&D – Research & NonClinical Development (65170),MOE (Molecular Structure Modeling) Licenses,,MOE,CCG,2101 - US,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,10/31/24,True,New,"$36,842","$36,842","$36,842",$0,"$36,842",,,"$222,892","$222,892","$222,892",$0,"$186,050"
BPS Commercial,IS Commercial - US Business (65160),Market Access Email Communication Via SFMC for 340b communications,,,Klick,2101 - US,Consulting (Opex),690100,Op Ex,,,,Retire,$0,$0,$0,$0,"-$17,800",,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - End User Services (65140),New Hire Boxes (Global),,,Zenpack Corp,2101 - US,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,,,Extend,$0,$0,"$67,717",$0,"-$33,859",,,"$50,000","$50,000","$50,000",$0,"-$17,717"
IS ED&EUS,IS ED&EUS - End User Services (65140),Printing Services - NA (Canada - VAN),,,Canon Canada Inc,2402 - CAN,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,$0,$0,"$3,700",$0,-$925,,,"$19,080","$19,080","$38,160","$19,080","$15,380"
IS ED&EUS,IS ED&EUS - End User Services (65140),Printing Services - NA (Canada - MIS),,,Canon Canada Inc,9101 - CAN,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,$67,$0,,$67,$67,,,"$19,080","$19,080","$19,080",$0,"$19,080"
BPS Commercial,IS Commercial - US Business (65160),Migration of IH Campaign data into the omni platform,-,-,IQVIA Inc,2101 - US,Data Migration Services (Opex),690100,Op Ex,,,,New,"$24,675","$24,675","$24,675",$0,"-$74,025",,,$0,$0,$0,$0,"-$24,675"
BPS Commercial,IS Commercial - US Business (65160),GA 4 license for 3 years.,GA 4 license for 3 years.,Google Analytics,MightyHive Ltd,2101 - US,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,3 Year,,,Extend,"$34,381","$48,548","$48,548","-$14,167","-$15,619",,,"$50,004","$50,004","$50,004",$0,"$1,456"
BPS Commercial,IS Commercial - US Business (65160),Zaidyn Licenses for Next best Action,Next Best Action Licenses for Zaidyn,Zaidyn / Veeva,ZS Associates,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,New,"$408,000","$450,000","$450,000","-$42,000","$408,000",,,"$450,000","$450,000","$450,000",$0,$0
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Tableau Licenses - GROWTH (EU),To be retired,Tableau,Salesforce,1200 - IRE,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Retire,$0,$0,$0,$0,"-$15,887",,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – Research & NonClinical Development (65170),Licenses for Discovery Medicinal Chemistry,,DILIsym,Simlulations Plus,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Retire,$0,$0,,0,"-$85,838",,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - Digital Workplace (65140),New App - 50 Licenses for Decisions App,,Decisions App,Decisions App,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,"$7,020","$7,020","$7,020",0,$0,,,"$7,020","$7,020","$7,020",$0,$0
BPS Commercial,IS Commercial - US Business (65160),Sleep Data Engineer,,,Intelliswift Software Inc.,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Extend,"$264,000","$264,000","$264,000",$0,"$204,000",,,"$264,000","$264,000","$264,000",$0,$0
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Backup s/w for KSP Phase 0 - Veeam,Manufacturing - Backup s/w for KSP Phase 0 - Veeam,Veeam,Softcat,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,10/20/25,,Extend,"$4,500","$4,500","$3,500",$0,"$1,000",,,"$3,500","$3,500","$3,500",$0,$0
BPS Commercial,IS Commercial - Omnichannel (65160),Increased Datorama Rows and SAPS,-,-,Salesforce,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Retire,$0,$0,,0,"-$87,076",,,$0,$0,$0,$0,$0
BPS R&D,IS R&D - Global Regulatory Affairs (65170),Regulatory - Lorenz DocuBridge Licenses for Submissions Publishing,,Lorenz DocuBridge,Lorenz International,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,"$22,915",$0,"$55,400","22,915","$22,915",,,"$249,300","$249,300","$249,300",$0,"$193,900"
BPS Commercial,IS Commercial - Omnichannel (65160),SFMC BU for Zani,-,-,Salesforce,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Retire,$0,$0,,0,$0,,,$0,$0,$0,$0,$0
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),UPS and electrical work in Athlone,DELETE,UPS Athlone,Reehill Electrical,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Retire,"$9,932","$10,000","$10,000",-68,"$1,932",,,$0,$0,$0,$0,"-$10,000"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Licenses for Discovery Medicinal Chemistry,,MCPairs,MedChemica Limited,3115 - GWR,APPS --- Software Licenses over $5k/license (Capex),150200,Cap Ex,,,True,New,$0,"$18,529","$18,529","-18,529",$0,,,"$20,322","$20,322","$20,322",$0,"$1,793"
BPS R&D,IS R&D – Data Sciences (65170),InClinico Licenses - Data Science,,InClinico,InSilico Medicine,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/20/24,,Extend,"$42,000",$0,"$44,100","42,000",$0,,,$0,$0,$0,$0,"-$44,100"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Onelan Digital Signage,,Onelan,Digicom Office Technology Ltd,1200 - IRE,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/31/24,,Retire,$254,$0,$0,254,"-$22,746",,,$0,$0,$0,$0,$0
BPS Commercial,IS Commercial - Omnichannel (65160),Omnichannel Analyst / Project Manager,"Omni channel Program Management Support, Data Engineers for Media and Salesforce Engineer",-,Oakwood,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Extend,"$385,750","$406,750","$252,000","-21,000","$385,750",,,"$450,000","$450,000","$450,000",$0,"$198,000"
IS Infrastructure,IS Global Infrastructure – Network (65150),Legal costs for Compass House WAN line install,DELETE,Compass House,Gowling,3115 - GWR,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Retire,"$12,620","$10,000","$10,000","2,620","$12,620",,,$0,$0,$0,$0,"-$10,000"
IS InfoSec,IS Infosec & EA - SGRC (65190),Security Metric Improvement Consulting (PRJ01428),,,PWC,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,"$248,575","$250,000","$400,000","-1,425","$248,575",,,$0,$0,$0,$0,"-$400,000"
IS Management,IS Management (65100),Misc. Expenses Non POs 65100,Misc. Expenses Non POs 65100,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,"$64,255",$0,,"64,255","$64,255",,,$0,$0,$0,$0,$0
IS Infrastructure,IS Global Infrastructure – Network (65150),Misc. Expenses Non POs 65150,Misc. Expenses Non POs 65150,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,New,"$4,843","-$79,609",,"84,452","$4,843",,,$0,$0,$0,$0,$0
IS Infrastructure,IS InfoSec & EA - EA (65190),Misc. Expenses Non POs 65190,Misc. Expenses Non POs 65190,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,New,-$8,"-$73,807",,"73,799",-$8,,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),L-GW UK Telephony + Broadband services,,,BT,3101 - OXF,"INFRA --- Communications - telecom, video, network (Opex)",650500,Op Ex,,,,Retire,"$13,500","$54,000",,"-40,500","$13,500",,,$0,$0,$0,$0,$0
BPS TechOps,IS TechOps & Quality – Manufacturing (65130),Misc. Expenses Non POs 65130,Misc. Expenses Non POs 65130,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,"$166,646",$0,,"166,646","$166,646",,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - End User Services (65140),Misc. Expenses Non POs 65140,Misc. Expenses Non POs 65140,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,"$8,623",$0,,"8,623","$8,623",,,$0,$0,$0,$0,$0
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Misc. Expenses Non POs 65115,Misc. Expenses Non POs 65115,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,$0,$0,,0,$0,,,$0,$0,$0,$0,$0
BPS Corporate,IS Corporate - Finance (65180),Misc. Expenses Non POs 65180,Misc. Expenses Non POs 65180,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,"$188,800",$0,,"188,800","$188,800",,,$0,$0,$0,$0,$0
BPS Commercial,IS Commercial (65160),Misc. Expenses Non POs 65160,Misc. Expenses Non POs 65160,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,"$104,595","$104,595",,0,"$104,595",,,$0,$0,$0,$0,$0
ERP,ERP Project Harmony (66100),Misc. Expenses Non POs 66100,Misc. Expenses Non POs 66100,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,"$2,718",$0,,"2,718","$2,718",,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – Data Sciences (65170),Misc. Expenses Non POs 65170,Misc. Expenses Non POs 65170,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,"$5,063",$0,,"5,063","$5,063",,,$0,$0,$0,$0,$0
IS SOC,"IS Strategy, Ops & Compliance (65120)",Misc. Expenses Non POs 65120,Misc. Expenses Non POs 65120,Misc. Expenses Non PO,Misc. Expenses Non PO,2101 - US,Other or Unknown,690100,Op Ex,,,,Extend,$0,$0,,0,$0,,,$0,$0,$0,$0,$0
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Exp costs to refresh EOL Infrastructure annually (OpEx),DELETE,"Cisco, Palo Alto",Evotek,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Retire,"$26,428","$15,000","$15,000","$11,428","$26,428",,,$0,$0,$0,$0,"-$15,000"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Construction services to support AV/VC Installs,,,Alobi,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Retire,$0,"$10,000","$10,000","-10,000",$0,,,$0,$0,$0,$0,"-$10,000"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),KSP & Cambridge phone lines + broadband service,,,BT,3115 - GWR,"INFRA --- Communications - telecom, video, network (Opex)",650500,Op Ex,,,,Retire,"$16,500","$38,500",,"-22,000","$16,500",,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Carlsbad phone lines + broadband service,,,AT&T,2101 - US,"INFRA --- Communications - telecom, video, network (Opex)",650500,Op Ex,,,,Retire,"$7,720","$18,000",,"-10,280","$7,720",,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – Research & NonClinical Development (65170),Leadscope - Licenses for Toxicology (Ensure PO is sent to the independent operating entity Leadscope (part of Instem)),,Leadscope,Instem,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,True,Extend,"$6,000","$6,000","$6,000",0,"$6,000",,,"$43,750","$43,750","$43,750",$0,"$37,750"
BPS R&D,IS R&D – Research & NonClinical Development (65170),"Licenses for Toxicology, Nexus Meteor. Cost is one-time buy in and annual cost",,Nexus Meteor,Lhasa Limited,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,True,Retire,"$34,422","$38,415","$32,262","-3,993","$34,422",,,$0,$0,$0,$0,"-$32,262"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Secondary Intelligence - Licenses for Toxicology,,Secondary Intelligence,Certara USA Inc,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,True,Extend,"$101,540","$47,390","$81,230","54,150","$101,540",,,"$84,019","$84,019","$84,019",$0,"$2,789"
BPS R&D,IS R&D – Research & NonClinical Development (65170),MOE (Molecular Structure Modeling) Licenses - Additional 6 licenses - Apr-Oct,,MOE,CCG,2101 - US,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,,True,Retire,$0,"$48,250","$48,250","-48,250",$0,,,$0,$0,$0,$0,"-$48,250"
BPS R&D,IS R&D – Research & NonClinical Development (65170),,,,Pion,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,True,New,$0,"$19,250","$19,250","-19,250",$0,,,"$20,955","$20,955","$20,955",$0,"$1,705"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Beyondtrust password safe renewal,,,,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,New,$810,"$1,350","$1,350",-540,$810,,,$0,$0,$0,$0,"-$1,350"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Torx Software for DMC,,Torx,Torx,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,06/25/24,,New,"$14,978","$47,000","$47,000","-32,022","$14,978",,,"$49,350","$49,350","$49,350",$0,"$2,350"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Redshift NA - Yearly Licenses (Consolidated),Redshift NA - Yearly Licenses (Consolidated),Redshift NA,Amazon Web Services Inc,2101 - US,INFRA --- AWS Hosting Fees (Opex),630950,Op Ex,3 Year,06/30/27,True,New,"$27,792","$55,584","$56,868","-$27,792","$27,792",,,"$111,168","$111,168","$111,168",$0,"$54,300"
IS Infosec,IS Infosec & EA - SGRC (65190),,Data Security Governance Consultancy Support,,RBW Consulting Ltd,2101 - US,Consulting (Opex),690100,Op Ex,,,,Project,$0,$0,,0,$0,,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - End User Services (65140),IT Supplies New Hire/Replacement- General (AUS),,,CDW IT Solutions Australia Pty Ltd,2101 - US,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,,,Extend,$0,$0,"$10,000",0,$0,,,"$24,000","$24,000","$24,000",$0,"$14,000"
